record_type,api_well_number,paleo_report_id,total_reports_for_api,surface_area,surface_block,lease_number,well_name,public_information_code,public_release_date,paleo_effective_date,paleo_report_source,paleo_reporter,drilling_operator,high_sample,low_sample,ecozone_eq_mms,first_sample_examined,borehole_measured_depth,true_vertical_depth,rkb_elevation,water_depth,surface_x_coordinate,surface_y_coordinate,surface_latitude,surface_longitude,remarks,source_file,source_line
H,608054001600,2,2,AC,13,G20819,001,Y,2007-10-19,2001-09-27,OPERATOR,"PALEO-DATA, INC.",PIONEER NATURAL RESOURCES USA INC,7030.0,7873.0,Y,7030.0,7873.0,7873.0,80.0,4946.0,893507.0,9788731.0,26.95735633,-95.29332308,"Argo Prospect, foram species abundance and diversity chart available, see report for details",gepaldmp_Header.txt,1
H,608054001600,3,2,AC,13,G20819,001,Y,2007-10-19,2001-09-27,OPERATOR,"PALEO-DATA, INC.",PIONEER NATURAL RESOURCES USA INC,7030.0,7873.0,,7030.0,7873.0,7873.0,80.0,4946.0,893507.0,9788731.0,26.95735633,-95.29332308,"Argo Prospect, calcareous nannofossil report, nannospecies abundance and diversity chart available, see report for details",gepaldmp_Header.txt,2
H,608054000200,1,1,AC,25,G10380,001,Y,2007-03-01,1997-02-01,OPERATOR,OPERATOR,EXXON MOBIL CORPORATION,7350.0,13980.0,,7350.0,13030.0,13026.0,86.0,4795.0,1086513.0,9778876.0,26.93863959,-94.70055467,"Hoover Prospect, company-integrated foram and nanno report, nannospecies abundance and diversity chart available, see report for details",gepaldmp_Header.txt,3
H,608054000270,1,2,AC,25,G10380,001,Y,2007-02-20,1997-02-01,OPERATOR,APPLIED BIOSTRATIGRAPHIX,EXXON MOBIL CORPORATION,12255.0,13980.0,Y,12255.0,13991.0,13990.0,86.0,4795.0,1086513.0,9778876.0,26.93863959,-94.70055467,"Hoover Prospect, foram species abundance and diversity chart available, see report for details",gepaldmp_Header.txt,4
H,608054000270,2,2,AC,25,G10380,001,Y,2007-02-20,1997-02-01,OPERATOR,OPERATOR,EXXON MOBIL CORPORATION,12255.0,13980.0,,12255.0,13991.0,13990.0,86.0,4795.0,1086513.0,9778876.0,26.93863959,-94.70055467,"Hoover Prospect, company-integrated foram and nanno report, nannospecies abundance and diversity chart available, see report for details",gepaldmp_Header.txt,5
H,608054000300,1,1,AC,65,G09249,SS001,Y,2007-04-23,1997-04-01,OPERATOR,OPERATOR,EXXON MOBIL CORPORATION,6788.0,17000.0,,6788.0,17000.0,16427.0,86.0,4852.0,1019555.0,9767940.0,26.9059328,-94.90553196,"South Diana Prospect, consultant-integrated foram and nanno report, 14760=common Globigerina spp, 14790=Bulimina jarvisi",gepaldmp_Header.txt,6
H,608054000301,1,1,AC,65,G09249,SS001,Y,2007-05-19,1997-05-01,OPERATOR,APPLIED BIOSTRATIGRAPHIX,EXXON MOBIL CORPORATION,11100.0,12180.0,Y,11100.0,12180.0,11227.0,86.0,4852.0,1019555.0,9767940.0,26.9059328,-94.90553196,South Diana Prospect,gepaldmp_Header.txt,7
H,608054000370,1,2,AC,65,G09249,SS001,Y,2016-05-19,1997-05-01,OPERATOR,APPLIED BIOSTRATIGRAPHIX,EXXON MOBIL CORPORATION,12180.0,15570.0,Y,12180.0,15581.0,15152.0,86.0,4852.0,1019555.0,9767940.0,26.9059328,-94.90553196,Diana Prospect,gepaldmp_Header.txt,8
H,608054000370,2,2,AC,65,G09249,SS001,Y,2016-05-19,1997-04-01,OPERATOR,OPERATOR,EXXON MOBIL CORPORATION,12180.0,15570.0,,12180.0,15581.0,15152.0,86.0,4852.0,1019555.0,9767940.0,26.9059328,-94.90553196,"South Diana Prospect, calcareous nannofossil report",gepaldmp_Header.txt,9
H,608054001400,1,2,AC,195,G20831,001,Y,2008-10-31,2000-09-20,OPERATOR,"PALEO-DATA, INC.",HESS CORPORATION,6940.0,10853.0,Y,6940.0,10853.0,9999.0,82.0,5253.0,982562.0,9717037.0,26.76435245,-95.01653281,"Heaton Hall Prospect, foram species abundance and diversity chart available, see report for details",gepaldmp_Header.txt,10
H,608054001400,2,2,AC,195,G20831,001,Y,2008-10-31,2000-09-20,OPERATOR,"PALEO-DATA, INC.",HESS CORPORATION,6940.0,10853.0,N,6940.0,10853.0,9999.0,82.0,5253.0,982562.0,9717037.0,26.76435245,-95.01653281,"Heaton Hall Prospect, calcareous nannofossil report, nannospecies abundance and diversity chart available, see report for details",gepaldmp_Header.txt,11
H,608054000400,1,1,AC,200,G15964,001,Y,2005-10-31,1998-06-30,OPERATOR,OPERATOR,EXXON MOBIL CORPORATION,6780.0,10620.0,Y,6780.0,10630.0,10630.0,48.0,5088.0,1062761.0,9721495.0,26.77990017,-94.77098881,"Bohemia Prospect, company-integrated foram and nanno report, foram and nannofossil species abundance and diversity charts available, see report for details",gepaldmp_Header.txt,12
H,608054008600,1,3,AC,380,G32954,001,Y,2026-04-21,2019-03-02,OPERATOR,"BUGWARE, INC.",SHELL OFFSHORE INC.,15970.0,16660.0,,15970.0,24672.0,24544.0,102.0,6210.0,1133120.613231,9650100.442694,26.58601597,-94.55268354,"Blacktip Prospect, calcareous nannofossil report",gepaldmp_Header.txt,13
H,608054008600,2,3,AC,380,G32954,001,Y,2026-04-21,2019-03-07,OPERATOR,PetroStrat Ltd,SHELL OFFSHORE INC.,20100.0,25000.0,,20100.0,24672.0,24544.0,102.0,6210.0,1133120.613231,9650100.442694,26.58601597,-94.55268354,"Blacktip Prospect, palynomorph report",gepaldmp_Header.txt,14
H,608054008600,3,3,AC,380,G32954,001,Y,2026-04-21,2019-07-11,OPERATOR,ALS Reservoir Lab (Ellington and Asso,SHELL OFFSHORE INC.,15950.0,24672.0,,15950.0,24672.0,24544.0,102.0,6210.0,1133120.613231,9650100.442694,26.58601597,-94.55268354,"Blacktip Prospect, consultant-integrated foram, nanno, radiolarian and palynologic report",gepaldmp_Header.txt,15
H,608054008601,1,2,AC,380,G32954,001,Y,2026-04-21,2019-08-30,OPERATOR,ALS Reservoir Lab (Ellington and Asso,SHELL OFFSHORE INC.,16000.0,20650.0,,16000.0,20665.0,20048.0,102.0,6210.0,1133120.613231,9650100.442694,26.58601597,-94.55268354,"Blacktip Prospect, calcareous nannofossil report",gepaldmp_Header.txt,16
H,608054008601,2,2,AC,380,G32954,001,Y,2026-04-21,2019-10-02,OPERATOR,PetroStrat Ltd,SHELL OFFSHORE INC.,15950.0,20665.0,,15950.0,20665.0,20048.0,102.0,6210.0,1133120.613231,9650100.442694,26.58601597,-94.55268354,"Blacktip Prospect, palynomorph report",gepaldmp_Header.txt,17
H,608054009300,1,2,AC,380,G32954,002,Y,2026-04-21,2020-10-07,OPERATOR,Bruce DeSelle,SHELL OFFSHORE INC.,19100.0,22569.0,Y,19100.0,22569.0,22340.0,46.0,5298.0,1131572.291942,9655134.149775,26.59981281,-94.55760857,Blacktip Prospect,gepaldmp_Header.txt,18
H,608054009300,2,2,AC,380,G32954,002,Y,2026-04-21,2021-06-07,OPERATOR,OPERATOR,SHELL OFFSHORE INC.,19100.0,22530.0,,19100.0,22569.0,22340.0,46.0,5298.0,1131572.291942,9655134.149775,26.59981281,-94.55760857,"Blacktip Prospect, foram, calcareous nannofossil and palynologic report",gepaldmp_Header.txt,19
H,608054009301,1,1,AC,380,G32954,002,Y,2026-04-21,2023-11-29,OPERATOR,"PALEO-DATA, INC.",LLOG EXPLORATION OFFSHORE LLC,19140.0,22812.0,,19140.0,22812.0,21022.0,82.0,5298.0,1131572.291942,9655134.149775,26.59981281,-94.55760857,"Blacktip Prospect, consultant-integrated foram, nanno and radiolarian report",gepaldmp_Header.txt,20
H,608054007600,1,1,AC,475,G35137,001,Y,2020-07-21,2016-03-22,OPERATOR,ALS Reservoir Lab (Ellington and Asso,CONOCOPHILLIPS COMPANY,19583.0,21570.0,,19583.0,21570.0,21474.0,85.0,5142.0,1244347.047572,9623105.560002,26.51504266,-94.21154104,"Melmar Prospect, consultant-integrated foram and nanno report, foram and nannofossil species abundance and diversity tables available, see report for details",gepaldmp_Header.txt,21
H,608054007601,1,1,AC,475,G35137,001,Y,2020-07-21,2016-04-11,OPERATOR,ALS Reservoir Lab (Ellington and Asso,CONOCOPHILLIPS COMPANY,20800.0,28550.0,,20800.0,28550.0,28439.0,85.0,5142.0,1244347.047572,9623105.560002,26.51504266,-94.21154104,"Melmar Prospect, consultant-integrated foram and nanno report, foram and nannofossil species abundance and diversity tables available, see report for details",gepaldmp_Header.txt,22
H,608054003500,1,1,AC,529,G27691,001,Y,2010-03-21,2007-02-22,OPERATOR,"PALEO-DATA, INC.",W & T OFFSHORE INC,5490.0,6480.0,Y,5490.0,6488.0,6488.0,86.0,4002.0,709429.537137,9591532.647253,26.40499092,-95.84451573,"Consultant-integrated foram and nanno report, foram and nannofossil species abundance and diversity chart available, see report for details",gepaldmp_Header.txt,23
H,608054001300,2,3,AC,557,G08272,001,Y,2001-12-04,2001-05-08,OPERATOR,"TOTAL BIOSTRATIGRPHIC SERVICES, INC.",SHELL OFFSHORE INC.,10140.0,10950.0,Y,10140.0,11096.0,11096.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,"Baha Prospect, 10350=silty increase (possible Eocene exotic block)",gepaldmp_Header.txt,24
H,608054001300,3,3,AC,557,G08272,001,Y,2001-12-04,2001-06-01,OPERATOR,"BUGWARE, INC.",SHELL OFFSHORE INC.,10140.0,11081.0,,10140.0,11096.0,11096.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,"Baha Prospect, calcareous nannofossil report",gepaldmp_Header.txt,25
H,608054001300,4,3,AC,557,G08272,001,Y,2001-12-04,2001-07-01,OPERATOR,NANNO-CHRON INTERNATIONAL (W H ABBOTT,SHELL OFFSHORE INC.,10933.0,11739.0,,10933.0,11096.0,11096.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,"Baha Prospect, calcareous nannofossil report, 11478=Helicosphaera seminulum",gepaldmp_Header.txt,26
H,608054001301,2,3,AC,557,G08272,001,Y,2001-12-04,2001-05-08,OPERATOR,"TOTAL BIOSTRATIGRPHIC SERVICES, INC.",SHELL OFFSHORE INC.,10950.0,16690.0,Y,10950.0,16691.0,16370.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,Baha Prospect,gepaldmp_Header.txt,27
H,608054001301,3,3,AC,557,G08272,001,Y,2001-12-04,2000-08-01,OPERATOR,MITCH COVINGTON,SHELL OFFSHORE INC.,10950.0,16680.0,,10950.0,16691.0,16370.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,"Baha Prospect, calcareous nannofossil report",gepaldmp_Header.txt,28
H,608054001301,4,3,AC,557,G08272,001,Y,2001-12-04,2001-07-01,OPERATOR,NANNO-CHRON INTERNATIONAL (W H ABBOTT,SHELL OFFSHORE INC.,11835.0,14532.0,,11835.0,16691.0,16370.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,"Baha Prospect, calcareous nannofossil report",gepaldmp_Header.txt,29
H,608054001302,2,5,AC,557,G08272,001,Y,2001-12-04,2001-05-01,OPERATOR,"TOTAL BIOSTRATIGRPHIC SERVICES, INC.",SHELL OFFSHORE INC.,16510.0,17310.0,Y,16510.0,19618.0,19164.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,Baha Prospect,gepaldmp_Header.txt,30
H,608054001302,4,5,AC,557,G08272,001,Y,2001-12-04,2001-06-01,OPERATOR,MITCH COVINGTON,SHELL OFFSHORE INC.,16510.0,19618.0,,16510.0,19618.0,19164.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,"Baha Prospect, calcareous nannofossil report",gepaldmp_Header.txt,31
H,608054001302,5,5,AC,557,G08272,001,Y,2001-12-04,2001-07-01,OPERATOR,NANNO-CHRON INTERNATIONAL (W H ABBOTT,SHELL OFFSHORE INC.,15957.0,19330.0,,15957.0,19618.0,19164.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,"Baha Prospect, calcareous nannofossil report",gepaldmp_Header.txt,32
H,608054001302,6,5,AC,557,G08272,001,Y,2001-12-04,2001-06-01,OPERATOR,"TOTAL BIOSTRATIGRPHIC SERVICES, INC.",SHELL OFFSHORE INC.,17310.0,19610.0,N,17310.0,19618.0,19164.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,Baha Prospect,gepaldmp_Header.txt,33
H,608054001302,7,5,AC,557,G08272,001,Y,2001-12-04,2002-07-01,MINERALS MANAGEMENT SERVICE,ROBERT WITROCK,SHELL OFFSHORE INC.,16980.0,19618.0,Y,16980.0,19618.0,19164.0,75.0,7790.0,1143834.0,9585616.0,26.40895628,-94.51757012,"Baha Prospect, paleobathymetric analysis only, done by Jim J Galluzzo",gepaldmp_Header.txt,34
H,608054000100,2,3,AC,600,G08580,001,Y,1998-06-22,1997-05-21,MINERALS MANAGEMENT SERVICE,ROBERT WITROCK,SHELL OFFSHORE INC.,9290.0,11254.0,Y,9290.0,11253.0,11253.0,50.0,7620.0,1140350.0,9573719.0,26.37611085,-94.52778336,Baha Prospcect,gepaldmp_Header.txt,35
H,608054000100,3,3,AC,600,G08580,001,Y,2001-12-04,1997-06-16,OPERATOR,OPERATOR,SHELL OFFSHORE INC.,9290.0,11254.0,Y,9290.0,11253.0,11253.0,50.0,7620.0,1140350.0,9573719.0,26.37611085,-94.52778336,"Baha Prospcect, company-integrated foram and nanno report",gepaldmp_Header.txt,36
H,608054000100,4,3,AC,600,G08580,001,Y,2001-12-04,1996-07-26,OPERATOR,OPERATOR,SHELL OFFSHORE INC.,9290.0,11204.0,,9290.0,11253.0,11253.0,50.0,7620.0,1140350.0,9573719.0,26.37611085,-94.52778336,"Baha Prospcect, calcareous nannofossil report by Global Biostrat Services, 9290=NP23/24 with NP17? reworking, 9957=within NP23? (H recta in sidewall cores), 10692=within NP23?? (H perch-nielseniae in sidewall core), 10722=Eocene/Oligocene boundary? NP21, 10922=NP20 or older, reworked or older, in place ??, 10940=NP20 or older, probably in place, possible unconformity, 11030=NP17 or older, 11068=NP16 or younger, 11078=NP15?, 11082=NP15?, 11086=Late Eocene contamination (Ismolithus recurvus in sidewall core), 11024=NP14 (Reticulofenestra inflata abundant in ditch sample)",gepaldmp_Header.txt,37
H,608054000600,2,2,AC,627,G20852,001,Y,2008-11-30,2000-03-31,OPERATOR,"PALEO-DATA, INC.",HESS CORPORATION,7000.0,10500.0,Y,7000.0,10500.0,10500.0,82.0,5211.0,862014.0,9563031.0,26.33512529,-95.37706134,"Rochester North Prospect, foram species abundance and diversity chart available, see report for details",gepaldmp_Header.txt,38
H,608054000600,3,2,AC,627,G20852,001,Y,2008-11-30,2000-03-31,OPERATOR,"PALEO-DATA, INC.",HESS CORPORATION,7000.0,10500.0,,7000.0,10500.0,10500.0,82.0,5211.0,862014.0,9563031.0,26.33512529,-95.37706134,"Rochester North Prospect, calcareous nannofossil report, nannospecies abundance and diversity chart available, see report for details",gepaldmp_Header.txt,39
H,608054010401,1,2,AC,691,G34770,001,Y,2026-07-19,2024-01-02,OPERATOR,OPERATOR,SHELL OFFSHORE INC.,15600.0,16100.0,,15600.0,17232.0,16367.0,44.0,8000.0,1172207.345456,9536305.304073,26.27417491,-94.4292148,"Leopard Prospect, foram abundance and diversity data available, see report for details",gepaldmp_Header.txt,40
H,608054010401,2,2,AC,691,G34770,001,Y,2026-07-19,2024-02-26,OPERATOR,OPERATOR,SHELL OFFSHORE INC.,15600.0,17232.0,,15600.0,17232.0,16367.0,44.0,8000.0,1172207.345456,9536305.304073,26.27417491,-94.4292148,"Leopard Prospect, calcareous nannofossil, dinoflagellate and palynomorph report",gepaldmp_Header.txt,41
H,608054009200,1,2,AC,691,G34771,001,Y,2026-07-19,2021-02-24,OPERATOR,OPERATOR,SHELL OFFSHORE INC.,11600.0,27762.0,,11702.0,27762.0,27054.0,102.0,6794.0,1180705.142975,9549738.339075,26.31139155,-94.40372643,"Leopard Prospect, foram, calcareous nannofossil, dinoflagellate and palynomorph report, section between base of salt and a decollement fault mapped on seismic, the assemblages between base salt and 12,300 ft contain mixed Neogene and Eocene fossils (true sheath), the interval between 12,300 ft and 12,550 ft is largely void of fossils (indeterminate), the interval from 12550 ft - 12,800 ft is Neogene, likely Pliocene, but there is some mixing, a sample of Early Miocene (12800 ft - 12850 ft) overlies an in-place Oligocene section, Cretaceous-Paleogene Boundary Deposit (KPBD), near ""instantaneous"" deposit associated with slope instability and redeposition after the Chicxulub meteorite impact (see Denne et al., 2013), contains mix of Maastrichtian and Campanian fossils with rarer Early Cretaceous and Late Jurassic forms",gepaldmp_Header.txt,42
H,608054009200,2,2,AC,691,G34771,001,Y,2026-07-19,2021-03-25,OPERATOR,PetroStrat Ltd,SHELL OFFSHORE INC.,15350.0,27770.0,,15350.0,27762.0,27054.0,102.0,6794.0,1180705.142975,9549738.339075,26.31139155,-94.40372643,"Leopard Prospect, palynomorph report, palynomorph abundance and diversity data available, see report for details",gepaldmp_Header.txt,43
H,608054010400,1,5,AC,691,G34777,001,Y,2026-07-19,2023-08-08,OPERATOR,ALS Reservoir Lab (Ellington and Asso,SHELL OFFSHORE INC.,12830.0,21276.0,,12830.0,24153.0,23159.0,44.0,8000.0,1172207.345456,9536305.304073,26.27417491,-94.4292148,"Leopard Appraisal Prospect, calcareous nannofossil report, nannospecies abundance and diversity table available, see report for details",gepaldmp_Header.txt,44
H,608054010400,2,5,AC,691,G34777,001,Y,2026-07-19,2024-08-29,OPERATOR,OPERATOR,SHELL OFFSHORE INC.,11280.0,24153.0,,11280.0,24153.0,23159.0,44.0,8000.0,1172207.345456,9536305.304073,26.27417491,-94.4292148,"Leopard Appraisal Prospect, company-integrated foram, nanno and palynologic report, 15989=Lower Eocene (Ypresian) PPg7 Adnatosphaeridium sp and Apectodinium homomorphum increases, 21619 to 22577=Chicxulub Cretaceous-Paleocene Boundary datum (KPBD) section, foram, coccolith and palynologic species abundance and diversity tables available, see report for details",gepaldmp_Header.txt,45
H,608054010400,3,5,AC,691,G34777,001,Y,2026-07-19,2023-08-07,OPERATOR,OPERATOR,SHELL OFFSHORE INC.,21030.0,21276.0,,21030.0,24153.0,23159.0,44.0,8000.0,1172207.345456,9536305.304073,26.27417491,-94.4292148,"Leopard Appraisal Prospect, palynologic report, 21030=in Middle Paleocene (Selandian) PPg3 Proxapertites magnus, 21150=in Lower Paleocene (Danian) PPg2 superabundant (SABN) Inaperturopollenites hiatus increase indicating the penetration of sediments consistent with Shell paly zone 2, 21270=in Lower Paleocene (Danian) PPg2 (SABN) Inaperturopollenites hiatus and frequent Stereisporites spp, palynologic species abundance and diversity tables available, see report for details",gepaldmp_Header.txt,46
H,608054010400,4,5,AC,691,G34777,001,Y,2026-07-19,2023-09-22,OPERATOR,Bruce DeSelle,SHELL OFFSHORE INC.,14240.0,15400.0,Y,14240.0,24153.0,23159.0,44.0,8000.0,1172207.345456,9536305.304073,26.27417491,-94.4292148,"Leopard Appraisal Prospect, foram species abundance and diversity table available, see report for details",gepaldmp_Header.txt,47
H,608054010400,5,5,AC,691,G34777,001,Y,2026-07-19,2023-06-25,OPERATOR,Ragan Biostrat,SHELL OFFSHORE INC.,11100.0,14225.0,,11100.0,24153.0,23159.0,44.0,8000.0,1172207.345456,9536305.304073,26.27417491,-94.4292148,"Leopard Appraisal Prospect, foram species abundance and diversity table available, see report for details",gepaldmp_Header.txt,48
H,608054003600,1,1,AC,731,G19386,AC001,Y,2008-03-15,2007-11-20,OPERATOR,OPERATOR,EXXON MOBIL CORPORATION,11785.0,16844.0,Y,11785.0,16844.0,15744.0,82.0,8694.0,1116360.387322,9530461.704959,26.25629955,-94.59941767,"North Brontosaurus Prospect, company-integrated foram, nanno and palynologic report",gepaldmp_Header.txt,49
H,608054002800,1,1,AC,739,G19390,001,Y,2005-10-27,2005-01-26,OPERATOR,OPERATOR,BP EXPLORATION & PRODUCTION INC,10500.0,19724.0,Y,10500.0,19725.0,19537.0,88.0,6857.0,1235986.981092,9523848.908217,26.24170512,-94.23420331,"Diamondback Prospect, company-integrated foram and nanno report, foram and nannofossil species abundance table available, see report for details",gepaldmp_Header.txt,50
H,608054002801,1,1,AC,739,G19390,001,Y,2005-10-27,2005-05-02,OPERATOR,OPERATOR,BP EXPLORATION & PRODUCTION INC,16930.0,23807.0,Y,16930.0,23847.0,23552.0,88.0,6857.0,1235986.981092,9523848.908217,26.24170512,-94.23420331,"Diamondback Prospect, company-integrated foram and nanno report, foram and nannofossil species abundance tables available, see report for details",gepaldmp_Header.txt,51
H,608054007200,1,2,AC,810,G31199,001,Y,2016-02-28,2011-10-01,OPERATOR,OPERATOR,EQUINOR US OFFSHORE EP LLC,8732.0,12535.0,,8732.0,12535.0,12130.0,106.0,7070.0,975921.529097,9493442.237256,26.14906183,-95.02608078,"Cobra Prospect, company-integrated foram and nanno report done by Statoil, Applied Biostratigraphix and ALS Geologic (Ellington and Associates)",gepaldmp_Header.txt,52
H,608054007200,2,2,AC,810,G31199,001,Y,2016-02-28,2011-10-01,OPERATOR,APPLIED BIOSTRATIGRAPHIX,EQUINOR US OFFSHORE EP LLC,8732.0,12535.0,,8732.0,12535.0,12130.0,106.0,7070.0,975921.529097,9493442.237256,26.14906183,-95.02608078,"Cobra Prospect, foram species abundance and diversity chart available, see report for details",gepaldmp_Header.txt,53
H,608054002200,1,2,AC,813,G17561,001,Y,2013-01-11,2003-01-13,OPERATOR,Bruce DeSelle,SHELL OFFSHORE INC.,10290.0,15180.0,Y,10290.0,15180.0,15035.0,75.0,8070.0,1017224.0,9494614.0,26.15400146,-94.90025676,Great White Prospect,gepaldmp_Header.txt,54
H,608054002200,3,2,AC,813,G17561,001,Y,2013-01-11,2003-05-12,OPERATOR,OPERATOR,SHELL OFFSHORE INC.,10290.0,14890.0,,10290.0,15180.0,15035.0,75.0,8070.0,1017224.0,9494614.0,26.15400146,-94.90025676,"Great White Prospect, calcareous nannofossil report",gepaldmp_Header.txt,55
H,608054003000,1,2,AC,815,G19409,001,Y,2014-11-01,2004-09-15,OPERATOR,"TOTAL BIOSTRATIGRPHIC SERVICES, INC.",CHEVRON USA INC,11720.0,14778.0,Y,11720.0,14778.0,14778.0,92.0,9217.0,1054528.644624,9495621.222086,26.15822825,-94.7865942,"Silvertip Prospect, foram species abundance and diversity chart available, see report for details",gepaldmp_Header.txt,56
H,608054003000,2,2,AC,815,G19409,001,Y,2014-11-01,2004-09-20,OPERATOR,"TOTAL BIOSTRATIGRPHIC SERVICES, INC.",CHEVRON USA INC,11720.0,14778.0,,11720.0,14778.0,14778.0,92.0,9217.0,1054528.644624,9495621.222086,26.15822825,-94.7865942,"Silvertip Prospect, calcareous nannofossil report, nannospecies abundance and diversity chart available, see report for details",gepaldmp_Header.txt,57
H,608054002500,1,3,AC,818,G20863,001,Y,2008-10-31,2004-02-01,OPERATOR,"TOTAL BIOSTRATIGRPHIC SERVICES, INC.",CHEVRON USA INC,10350.0,15120.0,Y,10350.0,15231.0,15212.0,92.0,9004.0,1108319.0,9502748.0,26.17977738,-94.62289376,"Tiger Prospect, foram species abundance and diversity chart available, see report for details",gepaldmp_Header.txt,58
H,608054002500,2,3,AC,818,G20863,001,Y,2008-10-31,2004-01-19,OPERATOR,Theresa Dunn,CHEVRON USA INC,10350.0,15060.0,,10350.0,15231.0,15212.0,92.0,9004.0,1108319.0,9502748.0,26.17977738,-94.62289376,"Tiger Prospect, calcareous nannofossil report, nannospecies abundance and diversity chart available, see report for details",gepaldmp_Header.txt,59
H,608054002500,3,3,AC,818,G20863,001,Y,2008-10-31,2004-10-01,OPERATOR,IRF Group,CHEVRON USA INC,12690.0,15120.0,,12690.0,15231.0,15212.0,92.0,9004.0,1108319.0,9502748.0,26.17977738,-94.62289376,"Tiger Prospect, palynologic report, species abundance and diversity chart and matrix available, see report for details",gepaldmp_Header.txt,60
H,608054003200,1,1,AC,856,G20870,SS001,Y,2016-05-20,2006-06-07,OPERATOR,Ragan Biostrat,SHELL OFFSHORE INC.,10080.0,14600.0,Y,10080.0,14600.0,14600.0,125.0,7613.0,1012654.833082,9474577.668016,26.09870037,-94.91328469,"Great White West Prospect, consultant-integrated foram and nanno report done by Ragan Biostrat and Morin Biostratigraphic Services, foram and nannofossil species abundance and diversity charts available, paleoecology is problematic, see report for details",gepaldmp_Header.txt,61
H,608054003300,1,1,AC,856,G20870,SS002,Y,2016-06-30,2006-08-29,OPERATOR,Ragan Biostrat,TOTALENERGIES E&amp;P USA INC.,10590.0,15625.0,Y,10590.0,15625.0,15624.0,125.0,7815.0,1004896.264024,9486683.014243,26.13168417,-94.93746955,"Great White West Prospect, consultant-integrated foram and nanno report done by Ragan Biostrat and Morin Biostratigraphic Services, foram and nannofossil species abundance and diversity chart available, paleoecology is problematic, see report for details",gepaldmp_Header.txt,62
H,608054001800,1,2,AC,857,G17565,001,Y,2012-05-10,2002-05-01,OPERATOR,"BUGWARE, INC.",SHELL OFFSHORE INC.,10090.0,14401.0,,10090.0,14408.0,14405.0,75.0,8009.0,1016891.0,9474095.0,26.09754329,-94.90035797,"Great White Prospect, calcareous nannofossil report based on sidewall cores, 12780=CP15 zone, 12900=in CP14 zone, at the base of Helicosphaera rhomba (euphratis), 13050=in CP14 zone, at the base of Dictyococcites bisectus",gepaldmp_Header.txt,63
H,608054001800,2,2,AC,857,G17565,001,Y,2012-05-10,2002-04-27,OPERATOR,Bruce DeSelle,SHELL OFFSHORE INC.,10090.0,14401.0,Y,10090.0,14408.0,14405.0,75.0,8009.0,1016891.0,9474095.0,26.09754329,-94.90035797,Great White Prospect,gepaldmp_Header.txt,64
H,608054001801,1,3,AC,857,G17565,001,Y,2012-06-17,2002-06-03,OPERATOR,Bruce DeSelle,SHELL OFFSHORE INC.,14390.0,19705.0,Y,14390.0,19705.0,19452.0,75.0,8009.0,1016891.0,9474095.0,26.09754329,-94.90035797,"Great White Prospect, 19410=possible phosphate nodules",gepaldmp_Header.txt,65
H,608054001801,2,3,AC,857,G17565,001,Y,2012-06-17,2002-06-01,OPERATOR,"BUGWARE, INC.",SHELL OFFSHORE INC.,14390.0,19705.0,,14390.0,19705.0,19452.0,75.0,8009.0,1016891.0,9474095.0,26.09754329,-94.90035797,"Great White Prospect, calcareous nannofossil report",gepaldmp_Header.txt,66
H,608054001801,3,3,AC,857,G17565,001,Y,2012-06-17,2002-06-01,OPERATOR,NANNO-CHRON INTERNATIONAL (W H ABBOTT,SHELL OFFSHORE INC.,16090.0,19415.0,,16090.0,19705.0,19452.0,75.0,8009.0,1016891.0,9474095.0,26.09754329,-94.90035797,"Great White Prospect, calcareous nannofossil report, sidewall cores",gepaldmp_Header.txt,67
H,608054002000,1,2,AC,857,G17565,002,Y,2012-07-09,2002-06-28,OPERATOR,Bruce DeSelle,SHELL OFFSHORE INC.,10000.0,11125.0,Y,10000.0,11125.0,11125.0,75.0,8009.0,1017102.0,9474204.0,26.0978516,-94.89972002,Great White Prospect,gepaldmp_Header.txt,68
H,608054002000,2,2,AC,857,G17565,002,Y,2012-07-09,2002-06-01,OPERATOR,NANNO-CHRON INTERNATIONAL (W H ABBOTT,SHELL OFFSHORE INC.,10000.0,11125.0,,10000.0,11125.0,11125.0,75.0,8009.0,1017102.0,9474204.0,26.0978516,-94.89972002,"Great White Prospect, calcareous nannofossil report, nannostratigraphy differs from the foraminiferal stratigraphic analysis, operator concurs with the foraminiferal biostratigraphic report",gepaldmp_Header.txt,69
H,608054002300,1,1,AC,857,G17565,003,Y,2013-11-29,2003-11-25,OPERATOR,Bruce DeSelle,SHELL OFFSHORE INC.,10060.0,14891.0,Y,10060.0,14891.0,13870.0,75.0,8717.0,1028374.471201,9485528.917561,26.12945385,-94.86587352,Great White Prospect,gepaldmp_Header.txt,70
